crs,terminus
NWI,CTR|MAN|SPT
NWM,BCU|BMH|BSK|NEM|POO|SOU|WEY|WIN|WOK
NWN,GLO|HDF|MAN
NWP,AGV|BHM|BPW|BRI|CDF|CMN|CNM|CRE|CTR|EBB|EDB|EXD|FGH|FRO|GCR|HFD|HHD|MAN|MFH|MST|NOT|NWP|PAD|PLY|PMD|PMH|PNZ|SWA|TAU
NWR,EDB|EUS|GLQ|INV
NWT,AYW|BHI|SHR
NWX,AFK|CBW|CHX|CST|DFD|DVP|GLM|GRV|HGS|HYS|MDE|NWX|ORP|RAI|RAM|RTR|SEV|TBW|TON|WHP
NXG,BAK|BDM|BOG|BTN|CAT|CBG|DLJ|EBN|ECR|EGR|EPS|GTW|HRH|LIT|LUT|OXT|PBO|SRH|SUO|TBD|UCK|WHP|XHZ|XSU
OBN,CNR|CRU|CTB|DAL|GLQ|OBN
OCK,BKG|FST|GRY|PSE|SFO|SOC|SRY
OHL,BSW|DDG|KID|LMS|SAV|SBJ|WOF|WOS|WTE
OKE,BUA|EXC|EXD|OKE|XAZ|XCV
OKL,BTN|CBG|HRH|KGX|KLN|MOG|PBO|SEV|WGC
OKM,BHM|CBG|DBY|KET|MMO|NOT|NRW|SPO|SSD|STP
OKN,BHM|SHR
OLD,FPK|GDH|HFN|LET|MOG|SVG|WGC
OLF,BRI|BTH|CDF|FIT|FRO|GCR|PMH|PMS|SAL|WEY|WMN|WSB
OLT,BSW|DDG|LMS|SAV|WOF|WOS
OLY,BAK|HRH
OMS,HNX|LVC|OMS|PRE
OPK,HNX|LVC|OMS
ORE,AFK|BAK|BAL|BTN|CHX|EBN|HGS|ORE|PLG
ORN,HNX|LVC|OMS
ORP,AFK|BFR|CBW|CHX|CST|DVP|HGS|KTN|LUT|ORP|RAM|SEV|TBW|TON|WHP|XVJ
ORR,HBL|MCV
OTF,AFK|BFR|CHX|FPK|MDE|RAM|SEV|WGC|XVJ
OUN,BCC|CBG|LWT|NRW
OUS,BCC|HPQ|IPS|LWT|NRW
OUT,DON|LDS|SHF
OVE,BKQ|CTR|ELP
OVR,BNS|BTH|EXD|GIL|NEM|RDG|SAL|WSB|YVJ|YVP
OXF,BAN|BHM|BMH|BNS|BRI|DID|EVE|GMV|HFD|HWY|MAN|MYB|NCL|OXF|OXP|PAD|RDG|SOU|STA|WOF|WOP|WOS|WPH|YRK
OXN,CRE|EDB|EUS|GLC|INV|LGK|LIV|MIA|OXN|PRE|STG|WDM
OXP,BAN|BNS|HWY|MYB|OXF|OXP|STA|XFB
OXS,EAD|GLD|RAY
OXT,BAK|BAL|BDM|COH|EGR|OXT|UCK|WHP|WSW|XSU
PAD,BAN|BDW|BPW|BRI|CDF|CMN|CNM|DID|EXD|FRO|GFD|GMV|HAF|HFD|HWV|NBY|NQY|OXF|PAD|PGN|PLY|PNZ|RDG|SWA|TAU|WOF|WOS|WPH|WSB|WSM
PAI,APN|REG|SGH|SHZ
PAL,CBG|FPK|GDH|HFN|KGX|LDS|LET|MOG|PBO|RYS|SVG
PAN,DID|PAD|PAN|RDG|TLH
PAQ,PAQ|SHQ
PAR,BHM|EDB|EXD|NQY|PAD|PAR|PLY|PNZ
PAT,LIV|MCV|MIA
PAW,APN|CIC|REG|SGH|SHZ|SUN
PBL,MCO|MCV|SOP|WGW
PBN,PBN|SPX
PBO,ABD|BDI|BDQ|BEV|BHM|CBG|COL|DBY|DEB|DON|EDB|GLQ|HGT|HRH|HUL|INV|IPS|KGX|KLB|LCN|LDS|LIV|MAN|MBR|NCL|NOT|NRW|PBO|SHF|SKI|SSD|SUN|SWB|YRK
PBR,AAP|ABD|BDI|BDQ|BEV|BTN|CBG|DON|EDB|ELY|FPK|GLQ|HGT|HRH|HUL|INV|KGX|KLN|LCN|LDS|LET|MBR|MOG|NCL|PBO|RYS|SEV|SKI|SUN|SVG|WGC|YRK
PBY,BPW|CDF|CMN|FGH|MAN|MFH|PAD|PMD|SHR|SWA
PCD,BGN|BPW|CDF|CMN|EBB|MAN|MFH|MST|PAD|PMD|SWA
PCN,GLC|PCN
PDG,LIV|MCO|WAC
PDT,BOD|PDT
PDW,AFK|BAL|CBW|CHX|CST|DVP|GLM|PDW|RAM|SOO|TON|XVJ
PDX,ABX|HAF|HAY|HWV|MAI|PDX|RDG|SNF|WHX
PEA,CRE|LCN
PEB,AFK|BTN|HGS|HHE|ORE
PEE,KYL|UIG
PEG,CHT|NCL
PEM,HBL|MCV
PEN,CDF|COY|CPH|PEN
PER,ABA|CDF|MER
PES,MCN|PWL
PET,AFK|BFR|CHX|CST|HGS|KTN|LUT|ORP|SEV|TBW|WHP|XVJ
PEV,AFK|BAK|BAL|BTN|EBN|HGS|HHE|ORE|PLG
PEW,EXD|FRO|NQY|PAD|PGN|PLY|PNZ|WSB
PFL,FST|GRY|LES|PSE|SOC
PFM,BDI|GOO|KGX|KNO|LDS|WKF
PFR,SHF|YRK
PFY,BPN|CRE|LDS|LIV|MAN|MIA|YRK
PGM,BGD|BGN|BYI|CDF|PEN|RHY
PGN,BRI|CDF|EXD|EXM|MAN|PAD|PGN
PGR,AYW|BFF|BNG|CFS|DOG|PGR|PTM
PHG,MCN|PWL
PHR,RDH|TON
PIL,BIB|BPW|BRI|CDF|CMN|EXD|FRO|PAD|PLY|PMH|PNZ|SWA|TAU
PIN,AXM|EXD|NEM|PAD|SAL|YVJ
PIR,BHM|KNN
PIT,DEE|EDB|EUS|GLQ|INV|KGX
PKG,BHM|BMH|BRI|CRE|EDB|EUS|GLC|HHD|INV|LIV|MAN|PGN|RDG|SOU|STA
PKS,BCU|BMH|NEM|POO|SOU|WEY|WIN|WOK
PKT,SAA|WFJ
PLC,AFK|CBW|CHX|CST|DVP|RAM|TON
PLD,BAL|BOG|BTN|CCH|HAV|HHE|LIT|PMH|PMS|SOU|WRH|WSW|WWO|XSU
PLE,GLC|NEI|NTN
PLG,BAK|BAL|BTN|EBN|HGS|HHE|LWS|ORE|PLG|WSW|XSU
PLK,INV|KYL
PLM,CTR|MAN|SPT
PLN,ABD|DEE|EDB|GLQ|INR|INV|MTS|PTH
PLS,BBN|BPN|CNE|PRE|YRK
PLT,BGN|BYI|CDF|PEN|RHY
PLU,CHX|CST|DFD|GLM|KTN|LUT|RAI|WHP|XKE
PLW,GLC|NTN
PLY,ABD|BHM|EDB|EXD|GCR|GLC|GSL|LDS|LSK|NCL|NQY|PAD|PLY|PNZ
PMA,BNP|EXC|EXD
PMB,CDF|CMN|PMD
PMD,CDF|CMN|PMD
PMH,BOG|BRI|BTN|CDF|ESL|GLD|GTW|HRH|LIT|NEM|PMH|RYP|WIN|WSB
PMP,BAK|BAL|EBN|HGS|HHE|LWS|ORE|PMP|WSW|XSU
PMR,BFR|DFD|FPK|GLM|GRV|KTN|LUT|ORP|SEV|WGC|WHP|XVJ
PMS,BOG|BRI|BTN|CDF|ESL|GLD|GTW|HRH|LIT|NEM|PMH|PMS|SOU|WIN|WSB
PMT,ABD|DBL|DEE|EDB|EUS|GLQ|INV|KGX|SBR
PMW,BHI|BHM|CDF|CRE|CTR|EUS|HHD|MIA|WBQ
PNA,CDF|CMN|PMD
PNC,MCN|PWL
PNE,AFK|BFR|BKJ|ORP|RAM|XVJ
PNF,BID|WRX|WXC
PNL,HGT|KNA|LDS|YRK
PNM,FAL|PAR|TRU
PNQ,PNQ|SMQ
PNR,CRE|EDB|EUS|GLC|INV|KWK|LGK|LIV|MIA|PNR|STG
PNS,HUD|PNS|SHF
PNW,BDM|CAT|CBG|DLJ|ECR|EGR|HRH|PBO|SUO|WCY|XHZ|XSU
PNY,LLE|SHR|SWA
PNZ,BHM|EDB|EXD|NQY|PAD|PLY|PNZ|SIV
POK,BCU|BMH|BSK|NEM|POO|SOU|WEY|WIN|WOK
POL,BNP|CDF|EXD|EXM|PGN
PON,ELY|HFE|LST|SRA
POO,BCU|BMH|NEM|POO|SOU|WEY|WIN|WOK
POP,LDS|YRK
POR,CDF|TRB
POT,KNO|LDS|WKF
PPD,ABA|CDB|CDF|MER|PPD|TRB
PPK,ANL|GLQ
PPL,AGV|CDF|CMN|CRE|CTR|FGH|HFD|HHD|MAN|MFH
PRA,AYR|GLC
PRB,MAC|MAN|SOT
PRE,BBN|BIF|BPN|BPS|CKL|CNE|CRE|EDB|EUS|GLC|HAN|INV|LAN|LDS|LIV|MAN|MIA|OMS|OXN|PRE|STG|WDM|YRK
PRH,MCN|PWL
PRI,AVN|BRI|SAL|SVB|WSM
PRL,LST|SOV
PRN,CAR|SEL|WKG|WTH
PRP,BAK|BAL|BDM|BOG|BTN|CBG|HHE|LIT|WRH|WSW|XSU
PRR,AYS|BAN|BCS|BMO|BSW|HWY|MYB|OXF|PRR|SBJ
PRS,BHI|BIB|CDF|CMN|CRE|CTR|FGH|MAN|MFH|PMD|SHR
PRT,BHI|BHM|CDF|CRE|CTR|EUS|HHD|LIV|LLD|LLJ|MIA|SHR|WBQ|XOA
PRU,CAR|HEX|HPL|LGK|MBR|MPT|NCL|NNT|PRU
PRW,FAL|PAR|TRU
PRY,BHM|RGL|WSL|WVH
PSC,BPN|LIV|PRE|WGN
PSE,FST|LES|PSE|SFO|SOC|SRY
PSH,DID|GMV|HFD|OXF|PAD|WOF|WOP|WOS|WPH
PSL,BKQ|CTR|ELP|XLV
PSN,ABD|AVN|BHM|BIB|BPW|BRI|CDF|CFN|EDB|EXD|GCR|GLC|LDS|MAN|NCL|PAD|PNZ|SLO|SVB|TAU|WSM
PST,ABD|BHM|BRI|CDF|DON|DUN|EDB|GLC|GLQ|HYM|INV|KGX|NBW|NCL|PLY|PNZ
PSW,CRE|EUS|GLC
PTA,BPW|CDF|CMN|FGH|LLE|MAN|MFH|PAD|PMD|PTA|SWA
PTB,ABA|CDF|MER
PTC,BRI|BTN|ESL|FRM|HRH|NEM|PMH|PMS|SOU|WIN
PTD,LLE|LLV|SHR|SWA
PTF,LLE|LLV|SHR|SWA
PTG,GLC|GRK|WMS
PTH,ABD|ARB|DEE|EDB|EUS|GLQ|INR|INV|KGX|PTH
PTK,ADR|BHC|BHG|CRS|CUB|DMR|EDB|GLQ|GRS|HLC|LRH|MLN|MTH|RUT|SPR|WFF
PTL,BRR|DMF|GLC|KMK
PTM,BFF|CFS|MCN|PTM|PWL
PTR,FRM|GLD|NEM|PMH|PMS|PTR|SOU|WOK
PTT,GLC|NEI
PTW,AYR|GIR|GLC|KMK|STR
PUL,BAL|BOG|CCH|GTW|HRH|PMH|PMS|WSW|XSU
PUO,BAL|BDM|BTN|CAT|CBG|GTW|HRH|ORE|PBO|PMH|REI|TBD|WRH|WSW|XSU
PUR,BAK|BAL|BDM|BOG|BTN|CAT|CBG|CCH|EBN|GTW|HGS|HRH|LIT|LUT|ORE|PBO|PMH|PMS|PUR|REI|TAT|TBD|WRH|WSW|XSU
PUT,AHT|ASN|EAD|HOU|KNG|QRB|SHP|SNS|STW|TWI|WNR|WOK|WYB
PWE,GLC|NTN
PWL,MCN|PWL
PWW,BRR|EKL|GLC|KMK
PWY,BIB|BPW|BRI|CDF|CMN|EXD|FRO|PAD|PLY|PMH|PNZ|SWA|TAU
PYC,BGN|BPW|CDF|CMN|EBB|FGH|MAN|MFH|MST|PAD|PMD|SWA
PYE,CDF|EBB|MST|NWP
PYG,ADN|ADS|ASB|AYR|GLC|GRK|LAR|WMS
PYJ,GLC|GRK|WMS
PYL,CDF|CMN|MFH|PMD|SWA
PYN,FAL|PAR|TRU
PYP,BFF|LLD
PYT,MAC|MAN|SOT
QBR,SIT|SSS
QPK,GLC|NEI|NTN
QPW,EUS|KNT|QPW|SBP|WFH|WJL|WMB|ZEL
QRB,AHT|ASN|BSK|EAD|HOU|KNG|QRB|RDZ|SHP|SNS|STW|TWI|WKM|WNR|WOK|WYB
QRP,BAK|BIK|DLJ|ECR|NWD|SRS|SUO|WWR|XHZ|XSU
QUI,NQY|PAR
QYD,ABA|CDF|MER
RAD,BAN|DID|EVE|OXF
RAI,CBW|CST|DFD|DVP|FAV|FKW|GLM|KTN|LUT|MAR|RAI|RAM|RTR|SPX|SSS|WHP|XVJ
RAM,AFK|CBW|CHX|CST|FAV|GLM|MAR|RAM|RTR|SPX|TON|XVJ
RAN,EDB|FTW|GLQ|MLG
RAU,BSN|NOT|SKG
RAV,BIF|CKL|LAN|MLM|PRE|WKG
RAY,BMH|BTH|CSS|DKG|EAD|GLD|HMC|HOV|PMH|QRB|RAY|SHP|SOU|STW|TWI|WOK
RBR,CHX|CST|HGS|TON
RBU,HWX|RBU
RCA,CDF|EBB|MST|NWP
RCC,BIA|DAR|LDS|LGK|LLD|MAN|NCL|RCC|SLB|YRK
RCD,BBN|BDI|LDS|MCV|RCD
RCE,BIA|DAR|MAN|NCL|SLB
RDA,AVN|BRI|CFN|SAL|SVB|WSM
RDB,BHM|BMH|BRI|BSK|CDF|MAN|NEM|PMH|PMS|POO|ROM|SAL|SOU|WEY|WIN|WOK|WSB
RDC,BHM|FOK|RDC
RDD,BAK|BAL|BDM|EGR|OXT|UCK|WSW|XSU
RDF,BSN|DBY|GRA|LIV|MAN|NOT|NRW|PBO|SHF|SKG
RDG,ABX|BAN|BDW|BHM|BMH|BNS|BPW|BRI|BSK|CDF|CMN|CNM|DID|EXD|FRO|GMV|GTW|HFD|MAN|NBY|NCL|NQY|OXF|PAD|PGN|PLY|PNZ|RDG|RDH|SLO|SOU|SWA|TAU|WOF|WOS|WPH|WSB|WSM|YRK
RDH,BAK|BAL|BDM|BTN|GTW|HRH|LUT|ORE|PBO|RDG|RDH|RDZ|REI|TBD|TON|WRH|WSW
RDM,CAR|HEX|HPL|MBR|MPT|NCL|NNT
RDN,CLY|LIV|MAN|NMC|NOT|SHF
RDR,ABA|CDB|CDF|MER|PPD|TRB
RDT,BDM|BFR|BTN|COR|DBY|EGR|EPH|HNH|LUT|NOT|ORP|RAI|SAC|SHF|STP|SUO|TBD
RDW,BDW|BSK|NBY|PAD|RDG
RDZ,ACT|GTW|QRB|RDZ|SFR|SNS
REC,CHN|ENF|LST
RED,BHM|EDB|EXD|PAD|PLY|PNZ|RED
REE,BCC|CBG|GYM|LWT|NRW|SPO|XFD
REG,APN|REG|SHZ|SUN
REI,BAK|BAL|GTW|RDG|RDH|RDZ|REI|WSW
RET,ABD|BDI|BDQ|BEV|DON|EDB|GLQ|HGT|HUL|INV|KGX|LDS|MBR|NCL|NOT|RET|SHF|SKI|SUN|YRK
RFD,LST|SOV
RFY,BKQ|CTR|ELP|XLV
RGL,BHI|BHM|CRE|EUS|GLC|NMP|RGL|RUG|WVH
RGP,BSK|RDG
RGT,BHI|BHM|RGL|WVH
RGW,BBN|CLH|MCV
RHD,CAR|LDS|RHD
RHI,CDF|COY|PEN
RHL,BHI|BHM|CDF|CRE|CTR|EUS|HHD|LIV|LLD|LLJ|MIA|SHR|WBQ|XOA
RHM,PUR|TAT
RHO,BHI|CDF|CRE|CTR|HHD
RHU,MLG
RHY,BGN|BYI|CDF|PEN|RHY
RIA,BGN|CDF|RHY|RIA|XCF
RIC,AVP|AYS|MYB
RID,BDM|BLY
RIL,HBL|LVC
RIS,CNE|PRE
RKT,DON|LCN|PBO
RLG,LST|SOV
RLN,FRM|GLD|NEM|PMH|PMS|SOU
RMB,BFF|LLD
RMC,AWK|CLE|DON|LDS|LIV|PAQ|SHF|SHQ|YRK
RMD,AHT|ASN|BNS|EAD|HOU|KNG|QRB|RDZ|SHP|SNS|STW|WKM|WNR
RMF,CLT|COL|GDP|HAF|HWV|LST|PDX|RMF|SNF|SOV|WTM|XUP
RMK,CGT|DAR
RML,CLY|LIV|MAN|NMC|NOT|RSH|SHF|SPT
RNF,HBL|MCV
RNH,LIV|MCV|MIA|NCL|WGN
RNM,FST|GRY|LES|PSE|SOC
RNR,NRW|SHM
ROB,BPN|GLC|LIV|MCV|MIA|NCL|OXN|PRE|WGN
ROC,NQY|PAR
ROE,BAK|CYP|DLJ|SQE|WCY|WWR|XHZ
ROG,INV|WCK
ROL,CRE|GMB|LCN|MAT|NOT
ROM,BRI|CDF|PMH|PMS|ROM|SAL|SOU|WSB
ROO,BIF|CKL|LAN|MIA|MLM|PRE
ROR,CDF|EBB|MST|NWP
ROS,COW|DEE|EDB|GLT|LEV|PTH
ROT,AMS|SPX
ROW,BHM|BSW|CDF|DDG|KID|LMS|MYB|SAV|SBJ|WOF|WOS|WTE
RRB,CLY|MAN|NMC|SHF
RRN,CUB|FKG|GLQ
RSB,FGH|RSB
RSG,BBN|CNE|PRE|RCD
RSH,MAN|RSH
RSN,ABD|BHM|BRI|CDF|DON|EDB|GLC|GLQ|INV|KGX|NCL|PLY|PNZ
RTN,ADR|BHC|DMR|SPR
RTR,BFR|CBW|CST|DFD|DVP|FAV|FKW|GLM|KTN|LUT|MAR|PDW|RAI|RAM|RTR|SPX|TON|WHP|XVJ
RTY,RTY|WMS
RUA,BHI|BHM|CDF|CTR|HHD|LIV|LLJ|MAN|SHR
RUE,CTR|HHD|LIV|LLJ|MAN|MIA|WBQ|XOA
RUF,OMS|PRE
RUG,BHM|BPN|CRE|CTR|EDB|EUS|GLC|HHD|INV|LIV|MAN|MKC|NMP|PRE|RUG|STA|STG|WRX|WSL|WVH|XFB
RUN,BHM|CRE|CTR|EUS|LIV|LLD
RUS,MBR|NCL|WTB|XPK
RUT,CRS|CUB|DMR|GRS|LRH|MLN|MTH|RUT|WFF
RVB,BFR|CBW|DVP|FKW|FPK|GLM|KTN|LUT|MDE|ORP|RTR|SEV|WGC|WHP|XVJ
RVN,HUL|LDS|MAN|NCL
RWC,GOO|LDS
RYB,EDB|FTW|GLQ|MLG
RYD,RYP|RYR|SHN
RYE,AFK|EBN|HGS
RYH,HFE|LST|SRA
RYN,BIS|CBG|CMB|ELY|LST|SRA
RYP,PMH|RYP|RYR|SHN
RYR,RYP|RYR|SHN
RYS,BTN|CBG|ELY|KGX|KLN|RYS
SAA,SAA|WFJ
SAB,RYP|RYR|SHN
SAC,BDM|BFR|BTN|COR|DBY|EGR|EPH|GTW|HNH|LUT|NOT|ORP|RAI|SAC|SHF|STP|SUO|TBD
SAD,AYW|BHI|BHM|CRE|CTR|EDB|EUS|GLC|HHD|LIV|LLJ|MAN|RGL|SHR|WSL|WVH
SAE,BDQ|CAR|LAN|LDS|SKI
SAF,BAK|BAL|BDM|BOG|BTN|CBG|GTW|HRH|LUT|ORE|PBO|PMH|RDG|RDH|RDZ|TBD|WRH|WSW
SAH,NRW|SHM
SAI,PAQ|SHQ
SAJ,AFK|CST|DFD|DVP|GRV|HGS|NWX|ORP|RAI|RAM|RTR|TBW|TON|WHP
SAL,BRI|CDF|EXD|GIL|NEM|PMH|PMS|RDG|ROM|SAL|SOU|WOF|WSB|YVJ|YVP
SAM,DON|HUL|SCA|SHF
SAN,RYP|RYR|SHN
SAO,LEU|SAO
SAR,BRI|SAL|SVB|WSM
SAS,BPS|PRE
SAT,CHY|KWG|SFR|SRA|WJH
SAU,BHM|EDB|EXD|NQY|PAD|PAR|PLY|PNZ
SAV,BAN|BMO|BSW|KID|LMS|MYB|SAV|WOF|WOS
SAW,BIS|CBG|CMB|ELY|LST|SRA|SSD
SAX,HPQ|IPS|LWT|NRW
SAY,AFK|BFR|BKL|CBW|CHX|CST|DVP|FAV|FKW|FPK|GLM|MDE|RAM|RTR|SEV|WGC|XVJ
SBE,KNA|LDS|YRK
SBF,EXD|LSK|PAD|PLY|PNZ
SBJ,BHM|BSW|CDF|DDG|KID|LMS|MYB|SAV|SBJ|WOF|WOS|WTE
SBK,BIA|DAR|LDS|LGK|LLD|MAN|NCL|RCC|SLB|YRK
SBM,BIK|ECR|NWD|SRS|SUO|XSU
SBP,EUS|KNT|QPW|SBP|WFH|WMB|ZEL
SBR,EDB|FTW|GLQ|MLG|SBR
SBS,BIF|CKL|LAN|MLM|PRE|SEL|WKG
SBT,SBT
SBU,CHN|LST
SBV,GSL|PLY
SBY,BDT|BEV|HFX|HUL|KGX|LDS|MAN|SBY|SHF|YRK
SCA,HUL|LDS|MAN|SCA|SHF|YRK
SCB,SCB|SOS
SCF,AYW|BHI|BHM|BMH|COV|CRE|CTR|EDB|EUS|GLC|HHD|INV|LIV|LLJ|MAN|MKC|NMP|RDG|RGL|SHR|SOU|WSL|WVH
SCG,CHX|CST|DFD|GLM|GRV|KTN|LUT|RAI|RTR|WHP
SCH,BHC|CRS|CUB|DMR|EDB|GLQ|GRS|HLC|MTH|OBN|RUT|SPR|WFF
SCN,HNY
SCR,NQY|PAR
SCS,BRI|CDF|EXD|EXM|PAD|PGN|PNZ
SCT,INV|WCK
SCU,CLE|DON|LIV|SCU|SHF
SCY,BAK|BAL|BDM|BTN|CAT|CBG|EGR|GTW|HRH|LUT|ORE|OXT|PBO|PMH|REI|TBD|UCK|WHP|WRH|WSW|XSU
SDA,GLM|MDW|PDW|SOO|SPX|TON
SDB,BMH|CDF|CMN|CRE|EUS|FGH|MAN|MFH|PMD|SHR
SDC,BAK|CYP|DLJ|SQE|WCY|WWR|XHZ
SDE,BAK|CYP|DLJ|SQE|WCY|WWR|XHZ
SDF,CDF|CMN|PMD
SDG,AFK|CHX|CST|DVP|RAM|SPX|XVJ
SDH,GER|HWY|MYB|WRU
SDI,AFK|DVP|FAV|MAR|MDW|RAM|SPX
SDL,HBL|HNX|LVC|OMS|SDL|SOP
SDM,CRE|CRS|EDB|EUS|GLC|LIV|LNK|MIA|MTH|PLY|STG
SDN,BHM|BMH|BRI|BSK|BTN|CDF|HRH|LIT|MAN|NCL|NEM|PMH|PMS|POO|ROM|SAL|SOU|WEY|WIN|WOK|WSB
SDP,LOO|LSK
SDR,AYS|BAN|BCS|BMO|BSW|HWY|MYB|OXF|PRR|SBJ
SDW,AFK|CHX|FAV|RAM|SPX
SDY,ABD|BDI|BDQ|BEV|DON|EDB|GLQ|HGT|HRH|HUL|INV|KGX|LCN|LDS|MBR|NCL|PBO|SKI|SUN|YRK
SEA,CAR|GTA|HEX|HPL|KGX|MBR|MCE|NCL|NNT|SUN|WTB
SEB,APN|CIC|REG|SGH|SHZ|SUN
SEC,CAR|GTA|MBR|NCL|NNT|WTB
SED,BIS|CBG|CMB|ELY|LST
SEE,BTN|SEF
SEF,BTN|LWS|SEF
SEG,DVP|FAV|XVJ
SEH,BFR|CHX|FPK|SEV|WGC|XVJ
SEJ,ASL|NCL
SEL,BIF|CKL|LAN|MLM|PRE|SEL|WKG
SEM,HUL|LDS|MAN|SCA|SHF|YRK
SEN,BHM|BMV|LIC|LIF|LOB
SER,BHM|EDB|EXD|NQY|PAD|PLY|PNZ|SER|SIV
SES,DON|LDS
SET,CAR|LDS|RHD
SEV,AFK|BFR|CBW|CHX|CST|DVP|FPK|HGS|RAM|SEV|TBW|TON|WGC|XVJ
SFD,BBN|CLH|HBL|LIV|MCV|SOP|WGN|WGW
SFI,EDB|TWB
SFL,LVC|SOP
SFN,BHM|SHR
SFO,BKG|FST|LES|PSE|SFO|SOC|SRY
SFR,BAL|GTW|RDG|RDH|RDZ|SFR
SGB,BHI|BSW|DDG|EUS|HHD|KID|LMS|MYB|SAV|SBJ|WOF|WOS|WTE
SGE,SGE|WRM
SGH,APN|CIC|REG|SGH|SHZ|SUN
SGL,ABD|COW|EDB|GLT|LEV|PTH
SGM,BHM|EDB|EXD|LSK|NQY|PAD|PLY|PNZ
SGN,GFD|PAD|WEA
SGQ,SGQ
SGR,CHX|CST|DFD|GLM|KTN|LUT|RAI|WHP|XKE
SHB,NOT|WRK
SHC,KNO|LDS|WKF
SHD,BIA|SHD|SLB
SHE,EXD|NEM|SAL|WSB|YVJ|YVP
SHF,ABD|AWK|BDT|BHM|BNY|BRI|CDF|CLE|DBY|DON|EDB|GLC|HUD|HUL|LCN|LDS|LIV|MAN|MIA|NCL|NOT|NRW|PLY|PNS|PNZ|RDG|RET|SCA|SHF|STP|WKK|WRK|YRK
SHH,AVN|BRI|SAL|SVB|WSM
SHI,HOT|RDG|TWY
SHJ,LIV|MCV|MIA|NCL|WGN
SHL,GLC|NTN
SHM,NRW|SHM
SHN,RYP|RYR|SHN
SHO,BRI|CDF|PMH|PMS|SOU
SHP,EAD|QRB|RAY|SHP
SHQ,PAQ|SHQ
SHR,AYW|BHI|BHM|CDF|CMN|CRE|CTR|FGH|HHD|LIV|LLE|LLJ|LLO|MAN|MFH|PMD|SHR|STA|SWA
SHS,EDB|GLC|HNW|XCN
SHT,BHI|BHM|CDF|CRE|CTR|EUS|HHD|LIV|LLD|LLJ|MIA|SHR|WBQ|XOA
SHU,CNM|PAD|SAL|SOU|SWI|WOF|WOS
SHW,BMH|BSK|NEM|PMH|SOU|WEY|WIN|WOK
SHY,BDQ|CAR|ILK|KGX|LAN|LDS|MCM|RHD|SHY|SKI|YRK
SHZ,APN|REG|SGH|SHZ
SIA,LST|SOV
SIC,BIF|CKL|LAN|MLM|PRE|WKG
SID,BFR|CHX|CST|DFD|GLM|GRV
SIE,BDT|HUL|SHF|YRK
SIH,BDM|SAC|SUO
SIL,LCN|LEI|NOT
SIN,ADR|BHC|BHG|DMR|EDB|GLQ|HLC|LRH
SIP,DID|EVE|PAD|WOF|WOS
SIT,CBW|CST|DVP|FAV|FKW|GLM|MAR|RAM|RTR|SIT|SPX|SSS|XVJ
SIV,PNZ|SER|SIV
SJP,BNP|CDF|EXD|EXM|PGN
SJS,CHI|LST
SKE,CDF|CMN|FGH|LLE|MFH|PAD|PMD|PTA|SWA
SKG,NOT|SKG
SKI,BDQ|CAR|KGX|LAN|LDS|MCM|RHD|SKI|YRK
SKM,AVP|AYS|MYB
SKN,LOO|LSK
SKS,CAR|HEX|HPL|MBR|MPT|NCL|NNT
SKW,CHN|ENF|LST
SLA,CRS|EDB|EUS|GLC|INV|MIA|MTH|PLY
SLB,BIA|DAR|LLD|MAN|NCL|SLB|YRK
SLD,BBN|BIF|BPN|CLH|EDB|GLC|HBL|MAN|MCO|MCV|MIA|OXN|SOP|WDM|WGN|WGW
SLH,MBR|NCL|WTB|XPK
SLK,HUD|PNS|SHF
SLL,BAU|CLE|GMB|LIV|MAT|NNG|NOT|SHF
SLO,ABX|BAN|BDW|BPW|BRI|CDF|CMN|CNM|DID|EXD|FRO|GMV|HFD|MAI|NBY|NQY|OXF|PAD|PGN|PLY|PNZ|RDG|SLO|SWA|TAP|TAU|WNC|WOF|WOS|WPH|WSB|WSM
SLQ,AFK|BAK|BAL|BTN|CHX|CST|EBN|HGS|HHE|ORE|PLG|TON
SLR,BSN|DON|LCN|NOT|PBO|SKG
SLS,ADR|BHC|BHG|EDB|FTW|GRS|HLC|MLN
SLT,ADN|ADS|ASB|GLC|LAR
SLV,CHN|ENF|LST
SLW,BPN|BPS|CRE|MIA|PRE|YRK
SLY,ABD|BHM|BMV|BRI|CDF|EDB|FOK|GCR|GLC|GMV|HFD|LDS|LIC|LIF|LOB|MAN|NCL|NOT|PLY|PNZ|RDC|SSD|WOF|WOS
SMA,BSW|DDG|KID|LMS|SAV|WOF|WOS|WTE
SMB,BBN|BDI|LDS|RCD
SMD,BHM|CBG|NOT|NRW|SSD
SMG,ASN|BNS|EAD|HOU|KNG|QRB|SHP|STW
SMH,CHN|ENF|LST
SMK,BSE|CBG|COL|HPQ|IPS|LST|NRW|PBO|XFD
SML,AVN|BRI|SAL|SVB|WSM
SMN,LST|SMN|WIC
SMO,BDM|SAC|SUO
SMQ,PNQ|SMQ
SMR,BHI|BHM|BMH|CDF|EUS|HHD|LIV|MAN|RGL|SHR|WSL|WVH
SMT,HFE|LST|SRA
SMW,BHM|BSW|CDF|DDG|KID|LMS|MYB|SAV|SBJ|WOF|WOS|WTE
SMY,AFK|BFR|BKL|CHX|CST|DVP|FPK|GLM|MDE|RAM|RTR|SEV|WGC|XVJ
