route_a,route_b,route_a_length,route_b_length,shared_prefix,shared_suffix,shared_stations,overlap_percent
R01362,R01429,13,14,0,1,4,28.6
R01362,R01438,13,4,1,0,1,7.7
R01362,R01447,13,21,1,0,1,4.8
R01362,R01450,13,34,1,0,1,2.9
R01362,R01452,13,21,1,0,1,4.8
R01362,R01525,13,3,1,0,1,7.7
R01362,R01726,13,20,1,1,6,30.0
R01362,R01753,13,5,4,0,4,30.8
R01362,R02012,13,7,1,0,1,7.7
R01363,R01630,18,20,1,0,14,70.0
R01365,R01380,8,8,0,1,3,37.5
R01365,R01773,8,41,0,1,5,12.2
R01365,R01813,8,7,0,1,1,12.5
R01365,R01816,8,3,0,1,1,12.5
R01365,R01908,8,35,0,1,1,2.9
R01365,R02044,8,24,0,1,1,4.2
R01366,R01403,13,21,1,0,1,4.8
R01366,R01451,13,7,1,0,7,53.8
R01366,R01848,13,24,1,0,1,4.2
R01367,R01505,40,8,0,4,5,12.5
R01367,R01751,40,3,0,3,3,7.5
R01367,R01774,40,13,0,4,5,12.5
R01367,R01791,40,24,0,4,5,12.5
R01368,R01454,11,20,0,1,1,5.0
R01368,R01599,11,23,0,1,1,4.3
R01368,R01633,11,2,0,1,1,9.1
R01368,R01640,11,5,0,1,1,9.1
R01368,R01845,11,7,0,1,1,9.1
R01370,R01372,3,6,0,3,3,50.0
R01371,R01375,6,3,3,0,3,50.0
R01373,R01656,13,6,0,1,2,15.4
R01373,R01657,13,12,0,1,6,46.2
R01373,R01658,13,9,0,1,6,46.2
R01373,R01712,13,23,0,1,9,39.1
R01373,R01723,13,13,0,6,6,46.2
R01373,R01731,13,9,1,6,9,69.2
R01373,R01732,13,17,0,6,6,35.3
R01373,R01733,13,19,0,6,6,31.6
R01373,R01740,13,21,0,6,6,28.6
R01373,R01762,13,4,1,0,1,7.7
R01373,R01781,13,6,0,1,2,15.4
R01373,R01829,13,7,0,1,6,46.2
R01373,R01877,13,22,0,6,6,27.3
R01373,R01912,13,7,0,1,2,15.4
R01373,R01942,13,5,0,1,2,15.4
R01373,R01943,13,16,0,1,6,37.5
R01373,R01958,13,10,0,6,6,46.2
R01374,R01381,23,57,3,0,15,26.3
R01374,R01392,23,4,0,3,4,17.4
R01374,R01644,23,11,1,0,11,47.8
R01374,R01652,23,14,1,0,13,56.5
R01374,R01730,23,4,0,1,1,4.3
R01374,R01748,23,8,3,0,3,13.0
R01374,R01777,23,8,1,0,8,34.8
R01374,R01855,23,6,0,1,1,4.3
R01374,R01894,23,7,1,0,2,8.7
R01374,R02054,23,10,0,1,1,4.3
R01376,R01722,17,3,0,1,2,11.8
R01378,R01523,21,22,0,2,13,59.1
R01378,R01589,21,10,0,1,1,4.8
R01378,R01965,21,7,0,1,1,4.8
R01378,R01970,21,8,0,1,1,4.8
R01379,R01463,6,4,0,1,1,16.7
R01379,R01479,6,16,0,1,1,6.2
R01379,R01667,6,24,0,1,1,4.2
R01379,R01750,6,7,0,1,1,14.3
R01379,R01854,6,6,0,1,1,16.7
R01379,R01857,6,5,0,1,1,16.7
R01380,R01773,8,41,0,3,3,7.3
R01380,R01813,8,7,0,1,1,12.5
R01380,R01816,8,3,0,1,1,12.5
R01380,R01908,8,35,0,1,1,2.9
R01380,R02044,8,24,0,1,1,4.2
R01381,R01644,57,11,1,0,11,19.3
R01381,R01652,57,14,1,0,14,24.6
R01381,R01748,57,8,4,0,4,7.0
R01381,R01777,57,8,1,0,8,14.0
R01381,R01784,57,25,0,13,23,40.4
R01381,R01819,57,15,0,13,15,26.3
R01381,R01894,57,7,1,0,3,5.3
R01382,R01405,13,19,0,2,8,42.1
R01382,R01540,13,12,0,2,10,76.9
R01382,R01557,13,11,0,2,3,23.1
R01382,R01685,13,16,0,2,3,18.8
R01382,R01823,13,21,0,2,2,9.5
R01382,R01868,13,12,0,2,2,15.4
R01382,R01871,13,10,0,2,2,15.4
R01382,R01881,13,12,0,2,2,15.4
R01382,R01882,13,11,0,2,2,15.4
R01382,R01887,13,25,0,2,12,48.0
R01382,R01891,13,16,0,2,2,12.5
R01382,R01904,13,21,0,2,2,9.5
R01382,R01906,13,19,0,2,2,10.5
R01382,R01917,13,17,0,9,11,64.7
R01383,R01646,5,3,3,0,3,60.0
R01384,R01491,12,3,0,1,1,8.3
R01384,R01493,12,8,2,0,2,16.7
R01384,R01739,12,29,1,0,1,3.4
R01385,R01391,7,12,0,2,7,58.3
R01385,R01415,7,9,4,2,7,77.8
R01385,R01512,7,9,1,0,1,11.1
R01385,R01683,7,13,0,2,7,53.8
R01386,R01493,7,8,0,7,7,87.5
R01386,R01586,7,9,1,0,1,11.1
R01386,R01646,7,3,0,1,1,14.3
R01387,R01939,6,14,1,0,1,7.1
R01387,R02023,6,10,1,1,6,60.0
R01388,R01400,26,15,2,0,2,7.7
R01388,R01404,26,13,1,0,1,3.8
R01388,R01612,26,14,1,0,2,7.7
R01388,R01613,26,19,1,0,3,11.5
R01388,R01621,26,27,0,7,7,25.9
R01388,R01622,26,29,0,3,4,13.8
R01388,R01635,26,4,1,0,1,3.8
R01388,R01902,26,26,0,7,7,26.9
R01388,R01973,26,11,1,0,1,3.8
R01388,R02044,26,24,2,0,16,61.5
R01388,R02045,26,9,1,0,1,3.8
R01388,R02099,26,6,0,4,6,23.1
R01389,R01397,5,4,3,1,4,80.0
R01389,R01506,5,9,1,0,1,11.1
R01389,R01535,5,9,0,5,5,55.6
R01389,R01854,5,6,1,0,1,16.7
R01389,R01857,5,5,1,0,1,20.0
R01389,R01962,5,6,0,1,1,16.7
R01389,R02056,5,11,1,0,1,9.1
R01390,R01647,4,7,1,0,1,14.3
R01390,R01650,4,3,1,0,2,50.0
R01390,R01708,4,5,1,0,1,20.0
R01390,R01779,4,8,0,2,4,50.0
R01390,R02022,4,6,1,3,4,66.7
R01391,R01415,12,9,0,9,9,75.0
R01391,R01683,12,13,4,8,12,92.3
R01392,R01730,4,4,0,1,1,25.0
R01392,R01855,4,6,0,1,1,16.7
R01392,R01958,4,10,1,0,1,10.0
R01392,R02054,4,10,0,1,1,10.0
R01393,R01511,2,7,1,0,1,14.3
R01393,R01648,2,2,0,1,1,50.0
R01393,R01649,2,2,0,1,1,50.0
R01393,R01707,2,5,1,0,1,20.0
R01393,R01779,2,8,1,0,2,25.0
R01393,R01922,2,10,1,0,1,10.0
R01393,R02020,2,6,0,1,1,16.7
R01393,R02021,2,2,1,0,1,50.0
R01394,R01521,5,14,0,5,5,35.7
R01394,R02025,5,3,0,1,2,40.0
R01395,R02051,2,2,1,0,1,50.0
R01396,R01455,12,10,0,1,1,8.3
R01396,R01456,12,6,0,1,1,8.3
R01396,R01480,12,16,0,2,7,43.8
R01396,R01504,12,3,0,1,1,8.3
R01396,R01527,12,7,0,5,6,50.0
R01396,R01574,12,7,0,1,1,8.3
R01396,R01693,12,12,0,2,7,58.3
R01396,R01761,12,11,0,1,1,8.3
R01396,R01803,12,13,0,2,6,46.2
R01397,R01506,4,9,1,0,1,11.1
R01397,R01535,4,9,0,1,4,44.4
R01397,R01854,4,6,1,0,1,16.7
R01397,R01857,4,5,1,0,1,20.0
R01397,R01962,4,6,0,1,1,16.7
R01397,R02056,4,11,1,0,1,9.1
R01398,R01407,10,12,1,0,1,8.3
R01398,R01409,10,5,1,0,1,10.0
R01398,R01411,10,10,0,1,3,30.0
R01398,R01480,10,16,1,0,3,18.8
R01398,R01485,10,13,1,0,1,7.7
R01398,R01616,10,3,1,0,1,10.0
R01398,R01631,10,4,0,1,1,10.0
R01398,R01693,10,12,3,0,3,25.0
R01398,R01695,10,8,1,0,1,10.0
R01398,R01766,10,5,0,1,4,40.0
R01398,R01803,10,13,1,0,3,23.1
R01398,R01974,10,21,0,2,2,9.5
R01398,R02009,10,2,0,1,2,20.0
R01398,R02011,10,9,0,2,2,20.0
R01399,R01419,10,23,0,3,5,21.7
R01399,R01565,10,14,0,10,10,71.4
R01400,R01404,15,13,1,4,12,80.0
R01400,R01409,15,5,0,1,5,33.3
R01400,R01612,15,14,1,0,1,6.7
R01400,R01613,15,19,1,0,2,10.5
R01400,R01635,15,4,1,0,1,6.7
R01400,R01973,15,11,1,0,7,46.7
R01400,R02044,15,24,2,0,2,8.3
R01400,R02045,15,9,1,0,1,6.7
R01401,R01827,2,3,2,0,2,66.7
R01401,R02058,2,8,0,1,1,12.5
R01402,R02087,17,8,4,0,4,23.5
R01403,R01451,21,7,1,0,1,4.8
R01403,R01848,21,24,1,0,1,4.2
R01404,R01409,13,5,0,1,5,38.5
R01404,R01612,13,14,1,0,1,7.1
R01404,R01613,13,19,1,0,1,5.3
R01404,R01635,13,4,1,0,1,7.7
R01404,R01973,13,11,2,0,6,46.2
R01404,R02044,13,24,1,0,1,4.2
R01404,R02045,13,9,1,0,1,7.7
R01405,R01540,19,12,0,7,10,52.6
R01405,R01557,19,11,0,5,5,26.3
R01405,R01685,19,16,0,5,5,26.3
R01405,R01823,19,21,0,2,2,9.5
R01405,R01868,19,12,0,2,2,10.5
R01405,R01871,19,10,0,2,2,10.5
R01405,R01881,19,12,0,2,2,10.5
R01405,R01882,19,11,0,2,2,10.5
R01405,R01887,19,25,0,7,10,40.0
R01405,R01891,19,16,0,2,2,10.5
R01405,R01904,19,21,0,2,2,9.5
R01405,R01906,19,19,0,2,2,10.5
R01405,R01917,19,17,0,2,8,42.1
R01406,R01412,11,26,0,4,9,34.6
R01406,R01425,11,27,1,0,1,3.7
R01406,R01426,11,25,1,0,1,4.0
R01406,R01427,11,24,1,0,1,4.2
R01406,R01429,11,14,0,8,8,57.1
R01406,R01726,11,20,0,9,9,45.0
R01407,R01409,12,5,3,0,5,41.7
R01407,R01480,12,16,1,0,1,6.2
R01407,R01485,12,13,3,9,12,92.3
R01407,R01616,12,3,3,0,3,25.0
R01407,R01693,12,12,1,0,1,8.3
R01407,R01695,12,8,1,4,8,66.7
R01407,R01803,12,13,1,0,1,7.7
R01408,R01605,5,8,0,1,1,12.5
R01408,R01614,5,3,0,3,3,60.0
R01408,R01620,5,7,0,1,1,14.3
R01408,R01623,5,9,0,1,1,11.1
R01408,R01714,5,5,0,1,1,20.0
R01408,R01950,5,12,0,1,1,8.3
R01408,R01973,5,11,0,1,1,9.1
R01409,R01480,5,16,1,0,1,6.2
R01409,R01485,5,13,3,0,5,38.5
R01409,R01616,5,3,3,0,3,60.0
R01409,R01693,5,12,1,0,1,8.3
R01409,R01695,5,8,1,0,4,50.0
R01409,R01803,5,13,1,0,1,7.7
R01410,R01508,12,30,0,2,2,6.7
R01410,R01513,12,17,0,2,2,11.8
R01410,R01938,12,11,0,2,2,16.7
R01410,R01941,12,9,0,2,2,16.7
R01410,R02041,12,8,0,2,2,16.7
R01411,R01438,10,4,1,0,1,10.0
R01411,R01447,10,21,1,0,1,4.8
R01411,R01450,10,34,1,0,1,2.9
R01411,R01452,10,21,1,0,1,4.8
R01411,R01525,10,3,2,0,2,20.0
R01411,R01631,10,4,0,1,1,10.0
R01411,R01726,10,20,3,0,3,15.0
R01411,R01753,10,5,1,0,1,10.0
R01411,R01766,10,5,0,4,4,40.0
R01411,R01974,10,21,0,1,2,9.5
R01411,R02009,10,2,0,1,1,10.0
R01411,R02011,10,9,0,1,2,20.0
R01411,R02012,10,7,2,0,2,20.0
R01412,R01429,26,14,0,4,6,23.1
R01412,R01726,26,20,0,4,7,26.9
R01413,R01514,21,22,0,5,6,27.3
R01414,R01889,16,12,1,0,1,6.2
R01414,R01890,16,16,1,0,1,6.2
R01414,R01924,16,28,0,1,1,3.6
R01415,R01512,9,9,1,0,1,11.1
R01415,R01683,9,13,0,8,9,69.2
R01416,R01445,25,19,1,0,1,4.0
R01416,R01657,25,12,3,0,11,44.0
R01416,R01658,25,9,3,0,8,32.0
R01416,R01669,25,11,1,0,1,4.0
R01416,R01694,25,20,0,10,20,80.0
R01416,R01701,25,23,0,23,23,92.0
R01416,R01719,25,20,3,13,20,80.0
R01416,R01763,25,4,1,0,1,4.0
R01416,R01829,25,7,3,0,6,24.0
R01416,R01962,25,6,1,0,1,4.0
R01416,R02067,25,6,1,0,1,4.0
R01416,R02068,25,5,1,0,1,4.0
R01417,R01420,13,7,0,7,7,53.8
R01417,R01422,13,6,0,2,6,46.2
R01417,R01424,13,4,0,3,4,30.8
R01417,R01443,13,24,0,1,2,8.3
R01418,R01421,7,4,3,1,4,57.1
R01418,R01423,7,6,2,4,6,85.7
R01418,R02008,7,8,0,1,1,12.5
R01419,R01565,23,14,0,3,7,30.4
R01419,R01677,23,4,4,0,4,17.4
R01420,R01422,7,6,4,2,6,85.7
R01420,R01424,7,4,1,3,4,57.1
R01420,R01443,7,24,0,1,2,8.3
R01420,R01473,7,12,1,0,1,8.3
R01421,R01423,4,6,2,1,3,50.0
R01421,R02008,4,8,0,1,1,12.5
R01422,R01424,6,4,1,2,3,50.0
R01422,R01443,6,24,0,1,2,8.3
R01422,R01473,6,12,1,0,1,8.3
R01423,R02008,6,8,0,1,1,12.5
R01424,R01443,4,24,0,1,2,8.3
R01424,R01473,4,12,1,0,1,8.3
R01425,R01426,27,25,2,23,25,92.6
R01425,R01427,27,24,2,18,23,85.2
R01425,R01428,27,23,0,21,22,81.5
R01425,R01597,27,8,0,1,1,3.7
R01425,R02088,27,11,0,1,1,3.7
R01426,R01427,25,24,4,18,23,92.0
R01426,R01428,25,23,0,21,22,88.0
R01426,R01597,25,8,0,1,1,4.0
R01426,R02088,25,11,0,1,1,4.0
R01427,R01428,24,23,0,18,21,87.5
R01427,R01597,24,8,0,1,1,4.2
R01427,R02088,24,11,0,1,1,4.2
R01428,R01597,23,8,0,1,1,4.3
R01428,R02088,23,11,0,1,1,4.3
R01429,R01726,14,20,0,8,8,40.0
R01429,R01884,14,2,1,0,1,7.1
R01430,R01542,19,5,1,0,1,5.3
R01430,R01759,19,9,0,9,9,47.4
R01431,R01692,19,27,0,19,19,70.4
R01432,R01883,27,3,1,0,1,3.7
R01433,R01434,12,12,1,9,11,91.7
R01433,R01435,12,8,0,8,8,66.7
R01433,R01436,12,13,1,11,12,92.3
R01433,R01574,12,7,1,0,1,8.3
R01433,R01772,12,10,0,1,1,8.3
R01433,R01914,12,9,0,1,1,8.3
R01433,R01940,12,16,0,1,1,6.2
R01433,R01968,12,15,0,1,1,6.7
R01434,R01435,12,8,0,8,8,66.7
R01434,R01436,12,13,3,9,12,92.3
R01434,R01574,12,7,1,0,1,8.3
R01434,R01772,12,10,0,1,1,8.3
R01434,R01914,12,9,0,1,1,8.3
R01434,R01940,12,16,0,1,1,6.2
R01434,R01968,12,15,0,1,1,6.7
R01435,R01436,8,13,0,8,8,61.5
R01435,R01772,8,10,0,1,1,10.0
R01435,R01914,8,9,0,1,1,11.1
R01435,R01940,8,16,0,1,1,6.2
R01435,R01968,8,15,0,1,1,6.7
R01436,R01574,13,7,1,0,1,7.7
R01436,R01772,13,10,0,1,1,7.7
R01436,R01914,13,9,0,1,1,7.7
R01436,R01940,13,16,0,1,1,6.2
R01436,R01968,13,15,0,1,1,6.7
R01437,R01439,3,7,2,1,3,42.9
R01437,R02049,3,1,1,0,1,33.3
R01438,R01447,4,21,3,0,4,19.0
R01438,R01450,4,34,2,0,3,8.8
R01438,R01452,4,21,1,0,1,4.8
R01438,R01469,4,2,0,1,1,25.0
R01438,R01525,4,3,1,0,1,25.0
R01438,R01726,4,20,1,0,1,5.0
R01438,R01753,4,5,1,0,1,20.0
R01438,R02012,4,7,1,0,1,14.3
R01439,R02049,7,1,1,0,1,14.3
R01440,R01441,26,32,0,14,26,81.2
R01440,R01893,26,9,0,9,9,34.6
R01441,R01453,32,12,1,0,4,12.5
R01441,R01893,32,9,0,9,9,28.1
R01442,R01497,8,18,2,0,3,16.7
R01442,R01498,8,20,1,0,1,5.0
R01442,R01710,8,27,1,0,1,3.7
R01442,R01728,8,8,1,0,1,12.5
R01442,R01834,8,15,3,0,3,20.0
R01442,R01886,8,11,1,0,1,9.1
R01442,R02079,8,5,1,0,1,12.5
R01443,R01465,24,9,1,0,1,4.2
R01443,R01662,24,18,1,0,1,4.2
R01443,R01712,24,23,1,0,1,4.2
R01443,R01716,24,5,1,0,1,4.2
R01443,R01723,24,13,1,0,1,4.2
R01443,R01784,24,25,1,0,18,72.0
R01443,R01855,24,6,1,0,1,4.2
R01443,R01943,24,16,1,0,1,4.2
R01443,R01972,24,7,1,0,1,4.2
R01443,R01996,24,21,4,0,10,41.7
R01444,R01629,16,16,0,1,1,6.2
R01444,R02089,16,13,0,1,1,6.2
R01445,R01657,19,12,1,0,1,5.3
R01445,R01658,19,9,1,0,1,5.3
R01445,R01669,19,11,1,0,1,5.3
R01445,R01719,19,20,1,0,1,5.0
R01445,R01729,19,7,0,1,1,5.3
R01445,R01763,19,4,1,0,1,5.3
R01445,R01829,19,7,1,0,1,5.3
R01445,R01962,19,6,1,0,1,5.3
R01445,R02067,19,6,1,0,1,5.3
R01445,R02068,19,5,1,0,1,5.3
R01446,R01662,12,18,0,12,12,66.7
R01446,R01743,12,2,2,0,2,16.7
R01446,R01744,12,11,1,0,1,8.3
R01446,R02100,12,4,1,0,1,8.3
R01447,R01450,21,34,2,4,19,55.9
R01447,R01452,21,21,1,0,1,4.8
R01447,R01525,21,3,1,0,1,4.8
R01447,R01654,21,23,0,14,17,73.9
R01447,R01724,21,29,0,4,16,55.2
R01447,R01726,21,20,1,0,1,4.8
R01447,R01753,21,5,1,0,1,4.8
R01447,R02012,21,7,1,0,1,4.8
R01448,R01473,9,12,0,9,9,75.0
R01448,R02024,9,5,1,0,1,11.1
R01448,R02026,9,6,1,0,1,11.1
R01448,R02028,9,2,1,0,1,11.1
R01448,R02034,9,5,1,1,5,55.6
R01449,R01544,1,8,0,1,1,12.5
R01450,R01452,34,21,1,0,1,2.9
R01450,R01525,34,3,1,0,1,2.9
R01450,R01654,34,23,0,4,20,58.8
R01450,R01724,34,29,0,19,25,73.5
R01450,R01726,34,20,1,0,1,2.9
R01450,R01753,34,5,1,0,1,2.9
R01450,R02012,34,7,1,0,1,2.9
R01451,R01848,7,24,1,0,1,4.2
R01452,R01457,21,3,0,1,1,4.8
R01452,R01525,21,3,1,0,1,4.8
R01452,R01562,21,22,0,2,11,50.0
R01452,R01563,21,18,0,2,11,52.4
R01452,R01564,21,18,0,2,11,52.4
R01452,R01566,21,20,0,2,11,52.4
R01452,R01726,21,20,1,0,1,4.8
R01452,R01727,21,25,0,12,17,68.0
R01452,R01753,21,5,1,0,1,4.8
R01452,R01848,21,24,0,5,15,62.5
R01452,R01892,21,15,0,2,2,9.5
R01452,R01952,21,16,0,2,2,9.5
R01452,R02012,21,7,1,0,1,4.8
R01452,R02032,21,10,0,2,2,9.5
R01452,R02039,21,16,0,2,2,9.5
R01452,R02052,21,12,0,2,6,28.6
R01452,R02053,21,11,0,2,6,28.6
R01453,R01885,12,2,0,1,1,8.3
R01454,R01599,20,23,0,1,13,56.5
R01454,R01633,20,2,0,1,1,5.0
R01454,R01640,20,5,0,1,1,5.0
R01454,R01761,20,11,1,0,1,5.0
R01454,R01789,20,11,4,0,4,20.0
R01454,R01815,20,3,1,0,1,5.0
R01454,R01845,20,7,0,4,4,20.0
R01454,R01909,20,21,1,0,1,4.8
R01454,R01968,20,15,1,0,1,5.0
R01454,R02086,20,36,1,0,1,2.8
R01454,R02099,20,6,1,0,1,5.0
R01455,R01456,10,6,0,1,4,40.0
R01455,R01480,10,16,0,1,1,6.2
R01455,R01504,10,3,0,2,3,30.0
R01455,R01527,10,7,0,1,1,10.0
R01455,R01574,10,7,0,1,1,10.0
R01455,R01693,10,12,0,1,1,8.3
R01455,R01761,10,11,0,1,1,9.1
R01455,R01772,10,10,1,0,4,40.0
R01455,R01803,10,13,0,1,1,7.7
R01456,R01468,6,2,1,0,1,16.7
R01456,R01480,6,16,0,1,1,6.2
R01456,R01504,6,3,1,1,3,50.0
R01456,R01527,6,7,0,1,1,14.3
R01456,R01574,6,7,0,1,1,14.3
R01456,R01654,6,23,1,0,1,4.3
R01456,R01693,6,12,0,1,1,8.3
R01456,R01724,6,29,1,0,1,3.4
R01456,R01761,6,11,0,1,1,9.1
R01456,R01803,6,13,0,1,1,7.7
R01456,R01893,6,9,1,0,3,33.3
R01457,R01526,3,17,1,0,1,5.9
R01457,R01531,3,3,1,0,1,33.3
R01457,R01562,3,22,0,1,1,4.5
R01457,R01563,3,18,0,1,1,5.6
R01457,R01564,3,18,0,1,1,5.6
R01457,R01566,3,20,0,1,1,5.0
R01457,R01727,3,25,0,1,1,4.0
R01457,R01848,3,24,0,1,1,4.2
R01457,R01874,3,7,1,0,1,14.3
R01457,R01892,3,15,0,1,1,6.7
R01457,R01952,3,16,0,1,1,6.2
R01457,R02032,3,10,0,1,1,10.0
R01457,R02039,3,16,0,1,1,6.2
R01457,R02052,3,12,0,1,1,8.3
R01457,R02053,3,11,0,1,1,9.1
R01458,R01581,5,25,0,2,2,8.0
R01458,R01644,5,11,0,2,2,18.2
R01458,R01652,5,14,0,2,2,14.3
R01458,R01777,5,8,0,2,2,25.0
R01459,R01757,2,3,1,1,2,66.7
R01459,R01765,2,4,1,0,2,50.0
R01459,R01813,2,7,1,0,1,14.3
R01459,R01888,2,6,1,0,1,16.7
R01459,R02027,2,9,1,0,1,11.1
R01459,R02095,2,7,1,0,1,14.3
R01461,R01756,2,12,0,1,1,8.3
R01461,R01758,2,3,1,1,2,66.7
R01461,R01769,2,2,0,1,1,50.0
R01461,R01771,2,4,0,1,2,50.0
R01461,R01928,2,6,0,1,1,16.7
R01462,R01465,16,9,0,6,7,43.8
R01462,R01467,16,21,0,6,7,33.3
R01462,R01537,16,30,0,1,1,3.3
R01462,R01786,16,3,0,1,1,6.2
R01462,R01826,16,13,0,1,1,6.2
R01462,R01972,16,7,0,7,7,43.8
R01463,R01479,4,16,0,4,4,25.0
R01463,R01509,4,5,1,0,1,20.0
R01463,R01667,4,24,0,4,4,16.7
R01463,R01747,4,7,3,0,3,42.9
R01463,R01750,4,7,0,1,1,14.3
R01463,R01854,4,6,0,1,2,33.3
R01463,R01857,4,5,0,1,2,40.0
R01463,R02101,4,4,1,0,1,25.0
R01464,R01591,22,20,0,2,2,9.1
R01464,R01632,22,2,1,0,1,4.5
R01464,R01641,22,5,1,0,1,4.5
R01464,R01666,22,14,1,0,1,4.5
R01464,R01668,22,8,1,0,1,4.5
R01464,R01720,22,6,0,2,2,9.1
R01464,R01796,22,9,0,2,2,9.1
R01464,R01844,22,24,0,2,2,8.3
R01464,R01846,22,8,1,0,1,4.5
R01464,R01847,22,6,1,0,1,4.5
R01464,R01853,22,11,0,2,2,9.1
R01464,R01860,22,11,0,2,2,9.1
R01464,R01865,22,28,0,1,2,7.1
R01464,R01879,22,22,0,2,2,9.1
R01464,R01905,22,44,1,0,1,2.3
R01464,R02061,22,4,0,3,3,13.6
R01465,R01467,9,21,0,9,9,42.9
R01465,R01537,9,30,0,1,1,3.3
R01465,R01662,9,18,1,0,1,5.6
R01465,R01712,9,23,1,0,1,4.3
R01465,R01716,9,5,4,0,4,44.4
R01465,R01723,9,13,1,0,1,7.7
R01465,R01784,9,25,1,0,1,4.0
R01465,R01786,9,3,0,1,1,11.1
R01465,R01826,9,13,0,1,1,7.7
R01465,R01855,9,6,1,0,1,11.1
R01465,R01943,9,16,1,0,2,12.5
R01465,R01972,9,7,1,6,7,77.8
R01465,R01996,9,21,1,0,1,4.8
R01466,R01501,9,11,3,0,3,27.3
R01466,R01503,9,29,0,3,3,10.3
R01466,R01655,9,21,0,3,9,42.9
R01466,R01702,9,18,0,3,3,16.7
R01467,R01537,21,30,0,1,1,3.3
R01467,R01786,21,3,0,1,1,4.8
R01467,R01826,21,13,0,1,1,4.8
R01467,R01972,21,7,0,6,7,33.3
R01467,R01984,21,11,1,0,1,4.8
R01467,R01985,21,10,1,0,1,4.8
R01467,R01987,21,12,1,0,1,4.8
R01468,R01504,2,3,1,0,1,33.3
R01468,R01654,2,23,1,0,1,4.3
R01468,R01724,2,29,1,0,1,3.4
R01468,R01893,2,9,1,0,1,11.1
R01470,R01477,17,10,1,0,1,5.9
R01470,R01495,17,6,1,0,1,5.9
R01470,R01664,17,4,1,0,1,5.9
R01470,R01735,17,11,0,1,1,5.9
R01470,R01806,17,8,0,1,1,5.9
R01470,R01982,17,11,2,0,10,58.8
R01470,R01983,17,13,2,0,12,70.6
R01471,R02082,7,7,1,0,1,14.3
R01472,R01483,7,10,0,1,1,10.0
R01472,R01487,7,7,0,1,1,14.3
R01472,R01711,7,4,1,0,1,14.3
R01472,R01812,7,6,0,1,1,14.3
R01472,R01900,7,8,0,1,1,12.5
R01472,R01901,7,6,0,1,1,14.3
R01473,R02034,12,5,0,1,5,41.7
R01474,R01673,5,12,0,1,1,8.3
R01475,R01532,11,4,1,0,1,9.1
R01475,R01536,11,2,1,0,1,9.1
R01475,R01545,11,18,1,0,6,33.3
R01475,R01555,11,10,2,8,10,90.9
R01475,R01605,11,8,1,0,1,9.1
R01475,R01608,11,12,1,0,1,8.3
R01475,R01623,11,9,1,0,1,9.1
R01475,R01816,11,3,1,0,1,9.1
R01475,R01961,11,4,1,0,1,9.1
R01475,R01963,11,3,1,0,1,9.1
R01475,R02030,11,7,1,0,1,9.1
R01475,R02083,11,2,1,0,1,9.1
R01476,R01689,19,7,1,0,1,5.3
R01476,R01992,19,3,1,0,1,5.3
R01477,R01495,10,6,3,0,3,30.0
R01477,R01664,10,4,1,0,1,10.0
R01477,R01982,10,11,1,0,1,9.1
R01477,R01983,10,13,1,0,1,7.7
R01478,R01744,24,11,0,8,11,45.8
R01479,R01667,16,24,0,16,16,66.7
R01479,R01750,16,7,0,1,1,6.2
R01479,R01854,16,6,0,1,2,12.5
R01479,R01857,16,5,0,1,2,12.5
R01479,R01930,16,23,1,0,1,4.3
R01480,R01485,16,13,1,0,1,6.2
R01480,R01504,16,3,0,1,1,6.2
R01480,R01527,16,7,0,2,5,31.2
R01480,R01574,16,7,0,1,1,6.2
R01480,R01616,16,3,1,0,1,6.2
R01480,R01693,16,12,1,7,12,75.0
R01480,R01695,16,8,1,0,1,6.2
R01480,R01761,16,11,0,1,1,6.2
R01480,R01803,16,13,4,2,13,81.2
R01481,R01482,3,1,1,0,1,33.3
R01481,R01499,3,2,1,0,1,33.3
R01482,R01499,1,2,1,1,1,50.0
R01483,R01487,10,7,0,2,3,30.0
R01483,R01812,10,6,0,3,3,30.0
R01483,R01900,10,8,0,2,5,50.0
R01483,R01901,10,6,0,5,5,50.0
R01484,R01580,9,10,1,8,9,90.0
R01484,R01966,9,13,1,0,1,7.7
R01485,R01616,13,3,3,0,3,23.1
R01485,R01693,13,12,1,0,1,7.7
R01485,R01695,13,8,1,4,8,61.5
R01485,R01803,13,13,1,0,1,7.7
R01486,R01489,6,2,0,2,2,33.3
R01486,R01924,6,28,1,0,4,14.3
R01487,R01812,7,6,4,2,6,85.7
R01487,R01900,7,8,1,4,5,62.5
R01487,R01901,7,6,1,2,4,57.1
R01488,R01490,7,2,2,0,2,28.6
R01488,R01585,7,23,0,1,4,17.4
R01488,R02082,7,7,0,1,1,14.3
R01491,R01492,3,8,1,0,1,12.5
R01491,R01606,3,16,1,0,2,12.5
R01491,R01764,3,12,1,0,2,16.7
R01491,R01867,3,4,1,0,1,25.0
R01491,R01869,3,6,1,0,1,16.7
R01492,R01606,8,16,1,0,3,18.8
R01492,R01764,8,12,1,0,3,25.0
R01492,R01867,8,4,4,0,4,50.0
R01492,R01869,8,6,1,0,1,12.5
R01493,R01646,8,3,0,1,1,12.5
R01493,R01739,8,29,1,0,1,3.4
R01494,R01530,22,2,0,1,1,4.5
R01494,R01551,22,16,0,1,1,4.5
R01494,R01612,22,14,0,1,1,4.5
R01494,R01617,22,7,0,1,1,4.5
